name,state_id,state_code,country_id,country_code,type,level,parent_id,latitude,longitude,native,population,timezone,translations,wikiDataId
Adams County,1459,IA,233,US,county,,,41.02898000,-94.69918000,Adams County,20613,America/Chicago,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q110768
Adams County,1440,IN,233,US,county,,,40.74566000,-84.93665000,Adams County,20613,America/New_York,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q351808
Adams County,1408,NE,233,US,county,,,40.52447000,-98.50121000,Adams County,20613,America/Chicago,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q112823
Adams County,1441,WI,233,US,county,,,43.96963000,-89.77064000,Adams County,20613,America/Chicago,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q351887
Adams County,1450,CO,233,US,county,,,39.87363000,-104.33791000,Adams County,20613,America/Denver,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q112807
Adams County,1460,ID,233,US,county,,,44.88965000,-116.45387000,Adams County,20613,America/Denver,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q109815
Adams County,1418,ND,233,US,county,,,46.09684000,-102.52853000,Adams County,20613,America/Denver,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q28316
Adams County,1462,WA,233,US,county,,,46.98338000,-118.56050000,Adams County,20613,America/Los_Angeles,"{""br"":""Kontelezh Adams"",""ko"":""애덤스 카운티"",""pt-BR"":""Condado de Adams"",""pt"":""Condado de Adams"",""nl"":""Adams County"",""hr"":""Okrug Adams"",""fa"":""شهرستان آدامز"",""de"":""Adams County"",""es"":""Condado de Adams"",""fr"":""Comté d'Adams"",""ja"":""アダムズ郡"",""it"":""Contea di Adams"",""zh-CN"":""亚当斯县"",""tr"":""Adams İlçesi"",""ru"":""округ Адамс"",""uk"":""Округ Адамс"",""pl"":""Hrabstwo Adams"",""hi"":""एडम्स काउंटी"",""ar"":""مقاطعة آدامز""}",Q156273
Addison County,1409,VT,233,US,county,,,44.03091000,-73.14094000,Addison County,37363,America/New_York,"{""br"":""Kontelezh Addison"",""ko"":""애디슨 카운티"",""pt-BR"":""Condado de Addison"",""pt"":""Condado de Addison"",""nl"":""Addison County"",""hr"":""Okrug Addison"",""fa"":""شهرستان آدیسون"",""de"":""Addison County"",""es"":""Condado de Addison"",""fr"":""Comté d'Addison"",""ja"":""アディソン郡"",""it"":""Contea di Addison"",""zh-CN"":""艾迪生县"",""tr"":""Addison İlçesi"",""ru"":""округ Эддисон"",""uk"":""Округ Аддісон"",""pl"":""Hrabstwo Addison"",""hi"":""एडिसन काउंटी"",""ar"":""مقاطعة أديسون""}",Q353108
Aiken County,1443,SC,233,US,county,,,33.54437000,-81.63474000,Aiken County,168808,America/New_York,"{""br"":""Kontelezh Aiken"",""ko"":""에이컨 카운티"",""pt-BR"":""Condado de Aiken"",""pt"":""Condado de Aiken"",""nl"":""Aiken County"",""hr"":""Okrug Aiken"",""fa"":""شهرستان ایکن"",""de"":""Landkreis Aiken"",""es"":""Condado de Aiken"",""fr"":""Comté d'Aiken"",""ja"":""エイキン郡"",""it"":""Contea di Aiken"",""zh-CN"":""艾肯县"",""tr"":""Aiken İlçesi"",""ru"":""Округ Эйкен"",""uk"":""Округ Айкен"",""pl"":""Hrabstwo Aiken"",""hi"":""ऐकेन काउंटी"",""ar"":""مقاطعة أيكين""}",Q404898
Aitkin County,1420,MN,233,US,county,,,46.60826000,-93.41543000,Aitkin County,15697,America/Chicago,"{""br"":""Kontelezh Aitkin"",""ko"":""에이트킨 카운티"",""pt-BR"":""Condado de Aitkin"",""pt"":""Condado de Aitkin"",""nl"":""Aitkin County"",""hr"":""Okrug Aitkin"",""fa"":""شهرستان آیتکین"",""de"":""Landkreis Aitkin"",""es"":""Condado de Aitkin"",""fr"":""Comté d'Aitkin"",""ja"":""エイトキン郡"",""it"":""Contea di Aitkin"",""zh-CN"":""艾特金县"",""tr"":""Aitkin İlçesi"",""ru"":""Округ Эйткин"",""uk"":""Округ Айткін"",""pl"":""Hrabstwo Aitkin"",""hi"":""एटकिन काउंटी"",""ar"":""مقاطعة أيتكين""}",Q109986
Alachua County,1436,FL,233,US,county,,,29.67476000,-82.35770000,Alachua County,278468,America/New_York,"{""br"":""Kontelezh Alachua"",""ko"":""알라추아 카운티"",""pt-BR"":""Condado de Alachua"",""pt"":""Condado de Alachua"",""nl"":""Alachua County"",""hr"":""Okrug Alachua"",""fa"":""شهرستان آلاچوا"",""de"":""Landkreis Alachua"",""es"":""Condado de Alachua"",""fr"":""Comté d'Alachua"",""ja"":""アラチュア郡"",""it"":""Contea di Alachua"",""zh-CN"":""阿拉楚阿县"",""tr"":""Alachua İlçesi"",""ru"":""Округ Алачуа"",""uk"":""Округ Алачуа"",""pl"":""Hrabstwo Alachua"",""hi"":""अलाचुआ काउंटी"",""ar"":""مقاطعة ألاتشوا""}",Q488826
Alamance,1447,NC,233,US,county,,,36.04407000,-79.39951000,Alamance County,14647,America/New_York,"{""br"":""Kontelezh Alamance"",""ko"":""알라마스 카운티"",""pt-BR"":""Condado de Alamance"",""pt"":""Condado de Alamance"",""nl"":""Alamance County"",""hr"":""Okrug Alamance"",""fa"":""شهرستان آلامانس"",""de"":""Landkreis Alamance"",""es"":""Condado de Alamance"",""fr"":""Comté d'Alamance"",""ja"":""アラマンス郡"",""it"":""Contea di Alamance"",""zh-CN"":""阿拉曼斯县"",""tr"":""Alamance İlçesi"",""ru"":""Округ Аламанс"",""uk"":""Округ Аламанс"",""pl"":""Hrabstwo Alamance"",""hi"":""अलामांस काउंटी"",""ar"":""مقاطعة ألامانس""}",Q504397
Alameda County,1416,CA,233,US,county,,,37.65055000,-121.91789000,Alameda County,1682353,America/Los_Angeles,"{""br"":""Kontelezh Alameda"",""ko"":""알라메다 카운티"",""pt-BR"":""Condado de Alameda"",""pt"":""Condado de Alameda"",""nl"":""Alameda County"",""hr"":""Okrug Alameda"",""fa"":""شهرستان آلامدا"",""de"":""Alameda County"",""es"":""Condado de Alameda"",""fr"":""Comté d'Alameda"",""ja"":""アラメダ郡"",""it"":""Contea di Alameda"",""zh-CN"":""阿拉米达县"",""tr"":""Alameda İlçesi"",""ru"":""Округ Аламеда"",""uk"":""Округ Аламеда"",""pl"":""Hrabstwo Alameda"",""hi"":""अल्मेडा काउंटी"",""ar"":""مقاطعة ألاميدا""}",Q107146
Alamosa County,1450,CO,233,US,county,,,37.57289000,-105.78829000,Alamosa County,16376,America/Denver,"{""br"":""Kontelezh Alamosa"",""ko"":""알라모사 카운티"",""pt-BR"":""Condado de Alamosa"",""pt"":""Condado de Alamosa"",""nl"":""Alamosa County"",""hr"":""Okrug Alamosa"",""fa"":""شهرستان آلاموسا"",""de"":""Alamosa County"",""es"":""Condado de Alamosa"",""fr"":""Comté d'Alamosa"",""ja"":""アラモサ郡"",""it"":""Contea di Alamosa"",""zh-CN"":""阿拉莫萨县"",""tr"":""Alamosa İlçesi"",""ru"":""Округ Аламоса"",""uk"":""Округ Аламоса"",""pl"":""Hrabstwo Alamosa"",""hi"":""अलमोसा काउंटी"",""ar"":""مقاطعة ألاموسا""}",Q311901
Albany County,1452,NY,233,US,county,,,42.60018000,-73.97356000,Albany County,37066,America/New_York,"{""br"":""Kontelezh Albany"",""ko"":""올버니 카운티"",""pt-BR"":""Condado de Albany"",""pt"":""Condado de Albany"",""nl"":""Albany County"",""hr"":""Okrug Albany"",""fa"":""شهرستان آلبانی"",""de"":""Albany County"",""es"":""Condado de Albany"",""fr"":""Comté d'Albany"",""ja"":""アルバニー郡"",""it"":""Contea di Albany"",""zh-CN"":""奥尔巴尼县"",""tr"":""Albany İlçesi"",""ru"":""округ Олбани"",""uk"":""Округ Олбані"",""pl"":""Hrabstwo Albany"",""hi"":""अल्बानी काउंटी"",""ar"":""مقاطعة ألباني""}",Q108408
Albany County,1442,WY,233,US,county,,,41.65447000,-105.72391000,Albany County,37066,America/Denver,"{""br"":""Kontelezh Albany"",""ko"":""올버니 카운티"",""pt-BR"":""Condado de Albany"",""pt"":""Condado de Albany"",""nl"":""Albany County"",""hr"":""Okrug Albany"",""fa"":""شهرستان آلبانی"",""de"":""Albany County"",""es"":""Condado de Albany"",""fr"":""Comté d'Albany"",""ja"":""アルバニー郡"",""it"":""Contea di Albany"",""zh-CN"":""奥尔巴尼县"",""tr"":""Albany İlçesi"",""ru"":""округ Олбани"",""uk"":""Округ Олбані"",""pl"":""Hrabstwo Albany"",""hi"":""अल्बानी काउंटी"",""ar"":""مقاطعة ألباني""}",Q109442
Albemarle,1427,VA,233,US,county,,,38.02289000,-78.55654000,Albemarle County,112395,America/New_York,"{""br"":""Kontelezh Albemarle"",""ko"":""앨버마를 카운티"",""pt-BR"":""Condado de Albemarle"",""pt"":""Condado de Albemarle"",""nl"":""Albemarle County"",""hr"":""Okrug Albemarle"",""fa"":""شهرستان آلبمارل"",""de"":""Landkreis Albemarle"",""es"":""Condado de Albemarle"",""fr"":""Comté d'Albemarle"",""ja"":""アルベマール郡"",""it"":""Contea di Albemarle"",""zh-CN"":""阿尔伯马尔县"",""tr"":""Albemarle İlçesi"",""ru"":""Округ Альбемарл"",""uk"":""Округ Альбемарл"",""pl"":""Hrabstwo Albemarle"",""hi"":""अल्बेमर्ले काउंटी"",""ar"":""مقاطعة ألبمارل""}",Q488653
Alcona,1426,MI,233,US,county,,,44.71161000,-83.34366000,Alcona County,10167,America/New_York,"{""br"":""Kontelezh Alcona"",""ko"":""알코나 카운티"",""pt-BR"":""Condado de Alcona"",""pt"":""Condado de Alcona"",""nl"":""Alcona County"",""hr"":""Okrug Alcona"",""fa"":""شهرستان آلکونا"",""de"":""Landkreis Alcona"",""es"":""Condado de Alcona"",""fr"":""Comté d'Alcona"",""ja"":""アルコナ郡"",""it"":""Contea di Alcona"",""zh-CN"":""阿尔科纳县"",""tr"":""Alcona İlçesi"",""ru"":""Округ Алкона"",""uk"":""Округ Алкона"",""pl"":""Hrabstwo Alcona"",""hi"":""अल्कोना काउंटी"",""ar"":""مقاطعة ألكونا""}",Q112993
Alcorn,1430,MS,233,US,county,,,34.88077000,-88.58026000,Alcorn County,34740,America/Chicago,"{""br"":""Kontelezh Alcorn"",""ko"":""알콘 카운티"",""pt-BR"":""Condado de Alcorn"",""pt"":""Condado de Alcorn"",""nl"":""Alcorn County"",""hr"":""Okrug Alcorn"",""fa"":""شهرستان آلکورن"",""de"":""Landkreis Alcorn"",""es"":""Condado de Alcorn"",""fr"":""Comté d'Alcorn"",""ja"":""アルコーン郡"",""it"":""Contea di Alcorn"",""zh-CN"":""阿尔康县"",""tr"":""Alcorn İlçesi"",""ru"":""Округ Алкорн"",""uk"":""Округ Алкорн"",""pl"":""Hrabstwo Alcorn"",""hi"":""अल्कोर्न काउंटी"",""ar"":""مقاطعة ألكورن""}",Q111286
Alexander,1425,IL,233,US,county,,,37.19160000,-89.33764000,Alexander County,36444,America/Chicago,"{""br"":""Kontelezh Aleksandr"",""ko"":""알렉산더 카운티"",""pt-BR"":""Condado de Alexander"",""pt"":""Condado de Alexander"",""nl"":""Alexander County"",""hr"":""Okrug Aleksandar"",""fa"":""شهرستان الکساندر"",""de"":""Alexander County"",""es"":""Condado de Alexander"",""fr"":""Comté d'Alexander"",""ja"":""アレクサンダー郡"",""it"":""Contea di Alexander"",""zh-CN"":""亚历山大县"",""tr"":""Alexander İlçesi"",""ru"":""Округ Александр"",""uk"":""Округ Александер"",""pl"":""Hrabstwo Alexander"",""hi"":""अलेक्जेंडर काउंटी"",""ar"":""مقاطعة ألكسندر""}",Q108851
Alexander,1447,NC,233,US,county,,,35.92102000,-81.17702000,Alexander County,36444,America/New_York,"{""br"":""Kontelezh Aleksandr"",""ko"":""알렉산더 카운티"",""pt-BR"":""Condado de Alexander"",""pt"":""Condado de Alexander"",""nl"":""Alexander County"",""hr"":""Okrug Aleksandar"",""fa"":""شهرستان الکساندر"",""de"":""Alexander County"",""es"":""Condado de Alexander"",""fr"":""Comté d'Alexander"",""ja"":""アレクサンダー郡"",""it"":""Contea di Alexander"",""zh-CN"":""亚历山大县"",""tr"":""Alexander İlçesi"",""ru"":""Округ Александр"",""uk"":""Округ Александер"",""pl"":""Hrabstwo Alexander"",""hi"":""अलेक्जेंडर काउंटी"",""ar"":""مقاطعة ألكسندر""}",Q491584
Alfalfa,1421,OK,233,US,county,,,36.73098000,-98.32400000,Alfalfa County,5699,America/Chicago,"{""br"":""Kontelezh an Alfalfa"",""ko"":""알팔파 카운티"",""pt-BR"":""Condado de Alfalfa"",""pt"":""Condado de Alfalfa"",""nl"":""Alfalfa County"",""hr"":""Okrug Alfalfa"",""fa"":""شهرستان آلفافا"",""de"":""Landkreis Alfalfa"",""es"":""Condado de Alfalfa"",""fr"":""Comté de Alfalfa"",""ja"":""アルファルファ郡"",""it"":""Contea di Alfalfa"",""zh-CN"":""阿尔法尔法县"",""tr"":""Yonca İlçesi"",""ru"":""Округ Альфалфа"",""uk"":""Округ Люцерна"",""pl"":""Hrabstwo Alfalfa"",""hi"":""अल्फल्फा काउंटी"",""ar"":""مقاطعة ألفالفا""}",Q490796
Alger,1426,MI,233,US,county,,,46.45110000,-86.54755000,Alger County,8842,America/New_York,"{""br"":""Kontelezh Alger"",""ko"":""알저 카운티"",""pt-BR"":""Condado de Alger"",""pt"":""Condado de Alger"",""nl"":""Alger County"",""hr"":""Okrug Alger"",""fa"":""شهرستان الگر"",""de"":""Alger County"",""es"":""Condado de Alger"",""fr"":""Comté d'Alger"",""ja"":""アルジャー郡"",""it"":""Contea di Alger"",""zh-CN"":""阿尔杰县"",""tr"":""Alger İlçesi"",""ru"":""Округ Алжир"",""uk"":""Округ Алджер"",""pl"":""Hrabstwo Alger"",""hi"":""अल्जीरिया काउंटी"",""ar"":""مقاطعة ألجر""}",Q486210
Allamakee,1459,IA,233,US,county,,,43.28428000,-91.37809000,Allamakee County,14061,America/Chicago,"{""br"":""Kontelezh Allamakee"",""ko"":""알라마키 카운티"",""pt-BR"":""Condado de Allamakee"",""pt"":""Condado de Allamakee"",""nl"":""Allamakee County"",""hr"":""Okrug Allamakee"",""fa"":""شهرستان آلاماکی"",""de"":""Landkreis Allamakee"",""es"":""Condado de Allamakee"",""fr"":""Comté d'Allamakee"",""ja"":""アラメイキー郡"",""it"":""Contea di Allamakee"",""zh-CN"":""阿勒马基县"",""tr"":""Allamakee İlçesi"",""ru"":""Округ Алламаки"",""uk"":""Округ Алламакі"",""pl"":""Hrabstwo Allamakee"",""hi"":""अल्लामाकी काउंटी"",""ar"":""مقاطعة ألاماكي""}",Q111859
Allegan County,1426,MI,233,US,county,,,42.51766000,-85.91034000,Allegan County,120502,America/New_York,"{""br"":""Kontelezh Allegan"",""ko"":""알레간 카운티"",""pt-BR"":""Condado de Allegan"",""pt"":""Condado de Allegan"",""nl"":""Allegan County"",""hr"":""Okrug Allegan"",""fa"":""شهرستان آلگان"",""de"":""Allegan County"",""es"":""Condado de Allegan"",""fr"":""Comté d'Allegan"",""ja"":""アレガン郡"",""it"":""Contea di Allegan"",""zh-CN"":""阿勒根县"",""tr"":""Allegan İlçesi"",""ru"":""Округ Аллеган"",""uk"":""Округ Аллеган"",""pl"":""Hrabstwo Allegan"",""hi"":""एलेगन काउंटी"",""ar"":""مقاطعة أليغان""}",Q133860
Allegany County,1401,MD,233,US,county,,,39.62148000,-78.69890000,Allegany County,46456,America/New_York,"{""br"":""Kontelezh Allegany"",""ko"":""알레가니 카운티"",""pt-BR"":""Condado de Allegany"",""pt"":""Condado de Allegany"",""nl"":""Allegany County"",""hr"":""Okrug Allegany"",""fa"":""شهرستان الیگانی"",""de"":""Allegany County"",""es"":""Condado de Allegany"",""fr"":""Comté d'Allegany"",""ja"":""アレガニー郡"",""it"":""Contea di Allegany"",""zh-CN"":""阿勒格尼县"",""tr"":""Allegany İlçesi"",""ru"":""Округ Аллегани"",""uk"":""Округ Аллегані"",""pl"":""Hrabstwo Allegany"",""hi"":""एलेगनी काउंटी"",""ar"":""مقاطعة أليغاني""}",Q156257
Allegany County,1452,NY,233,US,county,,,42.25739000,-78.02756000,Allegany County,46456,America/New_York,"{""br"":""Kontelezh Allegany"",""ko"":""알레가니 카운티"",""pt-BR"":""Condado de Allegany"",""pt"":""Condado de Allegany"",""nl"":""Allegany County"",""hr"":""Okrug Allegany"",""fa"":""شهرستان الیگانی"",""de"":""Allegany County"",""es"":""Condado de Allegany"",""fr"":""Comté d'Allegany"",""ja"":""アレガニー郡"",""it"":""Contea di Allegany"",""zh-CN"":""阿勒格尼县"",""tr"":""Allegany İlçesi"",""ru"":""Округ Аллегани"",""uk"":""Округ Аллегані"",""pl"":""Hrabstwo Allegany"",""hi"":""एलेगनी काउंटी"",""ar"":""مقاطعة أليغاني""}",Q47944
